order_id,order_date,customer_id,store_id,product_id,product_name,category,qty,unit_price,discount_pct,discount_amount,total_price,payment_method,order_status,city,year,month,quarter,month_name
ORD00458,2023-01-05,CST0568,STR007,PRD0053,Tas Anyaman Pandan,Kerajinan & Souvenir,2,99700.0,5.0,10000.0,189430.0,Ovo,delivered,Bogor,2023.0,1.0,1.0,Jan
ORD03408,2024-03-22,CST0922,STR006,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,2,177200.0,0.0,0.0,354400.0,Cod,delivered,Depok,2024.0,3.0,1.0,Mar
ORD00480,2024-03-02,CST0338,STR018,PRD0046,Botol Susu Anti-Kolik,Perlengkapan Bayi & Anak,4,95900.0,5.0,19200.0,364420.0,Unknown,processing,Makassar,2024.0,3.0,1.0,Mar
ORD00091,2024-07-22,CST0975,STR018,PRD0039,Keranjang Rotan Mini,Rumah Tangga,5,112400.0,0.0,0.0,562000.0,Transfer Bri,processing,Makassar,2024.0,7.0,3.0,Jul
ORD00799,2024-06-30,CST0588,STR023,PRD0038,Talenan Kayu Jati,Rumah Tangga,2,89700.0,0.0,17900.0,179400.0,Cod,delivered,Palembang,2024.0,6.0,2.0,Jun
ORD03835,2024-11-22,CST0806,STR029,PRD0028,Holder HP Mobil,Elektronik & Aksesori,3,54100.0,0.0,0.0,162300.0,Gopay,delivered,Bandung,2024.0,11.0,4.0,Nov
ORD01335,2024-03-07,CST0248,STR031,PRD0053,Tas Anyaman Pandan,Kerajinan & Souvenir,1,96500.0,5.0,4800.0,91675.0,Ovo,cancelled,Palembang,2024.0,3.0,1.0,Mar
ORD03126,2023-03-24,CST0031,STR004,PRD0051,Topi Running,Olahraga & Outdoor,2,46700.0,15.0,14000.0,79390.0,Unknown,delivered,Jakarta,2023.0,3.0,1.0,Mar
ORD00027,2023-10-10,CST0122,STR016,PRD0005,Dress Casual Wanita,Fashion & Pakaian,2,167800.0,0.0,0.0,335600.0,Gopay,returned,Medan,2023.0,10.0,4.0,Oct
ORD01666,2024-08-19,CST0241,STR040,PRD0056,Topeng Kayu Dekorasi,Kerajinan & Souvenir,2,117600.0,5.0,11800.0,223440.0,Transfer Bca,processing,Tangerang,2024.0,8.0,3.0,Aug
ORD00550,2024-04-04,CST0009,STR016,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,1,14900.0,0.0,0.0,14900.0,Qris,processing,Medan,2024.0,4.0,2.0,Apr
ORD03272,2023-01-18,CST0219,STR049,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,1,29800.0,0.0,0.0,29800.0,Dana,cancelled,Makassar,2023.0,1.0,1.0,Jan
ORD03817,2023-07-19,CST0047,STR050,PRD0048,Tali Skipping Premium,Olahraga & Outdoor,1,53600.0,0.0,0.0,53600.0,Alfamart,delivered,Medan,2023.0,7.0,3.0,Jul
ORD00182,,CST0249,STR029,PRD0031,Casing HP Anti Crack,Elektronik & Aksesori,2,28900.0,0.0,0.0,57800.0,Dana,returned,Bandung,,,,
ORD03949,2023-10-08,CST0411,STR009,PRD0033,Tempat Makan Tupperware KW,Rumah Tangga,1,48200.0,25.0,12000.0,36150.0,Gopay,delivered,Medan,2023.0,10.0,4.0,Oct
ORD00264,2023-02-24,CST0999,STR018,PRD0028,Holder HP Mobil,Elektronik & Aksesori,1,62900.0,10.0,6300.0,56610.0,Transfer Mandiri,cancelled,Makassar,2023.0,2.0,1.0,Feb
ORD02575,2024-02-10,CST0621,STR044,PRD0005,Dress Casual Wanita,Fashion & Pakaian,1,177200.0,15.0,26600.0,150620.0,Transfer Bca,processing,Tangerang,2024.0,2.0,1.0,Feb
ORD05027,2023-01-24,CST0702,STR001,PRD0012,Teh Herbal Jahe Merah,Makanan & Minuman,2,41900.0,20.0,16800.0,67040.0,Linkaja,processing,Surabaya,2023.0,1.0,1.0,Jan
ORD01422,2024-07-28,CST0644,STR049,PRD0047,Kaos Olahraga Dryfit,Olahraga & Outdoor,2,81300.0,0.0,0.0,162600.0,Dana,cancelled,Makassar,2024.0,7.0,3.0,Jul
ORD02707,2023-05-20,CST0003,STR005,PRD0049,Matras Yoga 6mm,Olahraga & Outdoor,3,151500.0,15.0,68200.0,386325.0,Transfer Bca,cancelled,Medan,2023.0,5.0,2.0,May
ORD04708,2023-06-27,CST0745,STR010,PRD0052,Gelang Batok Kelapa,Kerajinan & Souvenir,5,23100.0,0.0,0.0,115500.0,Cod,delivered,Palembang,2023.0,6.0,2.0,Jun
ORD02081,2024-04-10,CST0714,STR007,PRD0006,Jaket Bomber,Fashion & Pakaian,2,317100.0,0.0,95100.0,634200.0,Cod,delivered,Bogor,2024.0,4.0,2.0,Apr
ORD05299,2024-01-16,CST0255,STR023,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,3,42300.0,5.0,6300.0,120555.0,Ovo,delivered,Palembang,2024.0,1.0,1.0,Jan
ORD03413,2024-02-16,CST0652,STR014,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,5,99300.0,0.0,0.0,496500.0,Transfer Mandiri,delivered,Makassar,2024.0,2.0,1.0,Feb
ORD05387,2024-04-23,CST0285,STR035,PRD0019,Sabun Sirih Herbal,Kecantikan & Perawatan,1,26500.0,20.0,5300.0,21200.0,Transfer Bri,delivered,Surabaya,2024.0,4.0,2.0,Apr
ORD01510,2024-08-31,CST0563,STR038,PRD0050,Botol Infuser Air,Olahraga & Outdoor,5,57100.0,5.0,14300.0,271225.0,Dana,cancelled,Semarang,2024.0,8.0,3.0,Aug
ORD05087,2024-04-12,CST0589,STR049,PRD0042,Mainan Edukasi Kayu,Perlengkapan Bayi & Anak,1,78000.0,5.0,3900.0,74100.0,Shopeepay,processing,Makassar,2024.0,4.0,2.0,Apr
ORD03167,2023-05-23,CST0230,STR012,PRD0015,Dodol Garut Premium,Makanan & Minuman,1,46500.0,0.0,0.0,46500.0,Indomaret,delivered,Depok,2023.0,5.0,2.0,May
ORD04827,2023-12-05,CST0784,STR016,PRD0016,Rendang Kemasan Vacuum,Makanan & Minuman,1,125300.0,10.0,12500.0,112770.0,Gopay,delivered,Medan,2023.0,12.0,4.0,Dec
ORD03134,,CST0274,STR019,PRD0042,Mainan Edukasi Kayu,Perlengkapan Bayi & Anak,1,83400.0,0.0,0.0,83400.0,Ovo,delivered,Surabaya,,,,
ORD01481,2024-06-21,CST0738,STR026,PRD0043,Tas Sekolah Anak SD,Perlengkapan Bayi & Anak,1,105100.0,0.0,0.0,105100.0,Shopeepay,delivered,Bandung,2024.0,6.0,2.0,Jun
ORD03247,2024-04-19,CST0613,STR014,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,1,33600.0,20.0,6700.0,26880.0,Cod,cancelled,Makassar,2024.0,4.0,2.0,Apr
ORD04885,2024-02-11,CST0320,STR025,PRD0052,Gelang Batok Kelapa,Kerajinan & Souvenir,1,25800.0,15.0,3900.0,21930.0,Dana,delivered,Tangerang,2024.0,2.0,1.0,Feb
ORD03755,2023-03-16,CST0472,STR005,PRD0014,Madu Hutan Asli 500ml,Makanan & Minuman,1,162800.0,5.0,8100.0,154660.0,Indomaret,delivered,Medan,2023.0,3.0,1.0,Mar
ORD05244,2024-08-24,CST0631,STR034,PRD0050,Botol Infuser Air,Olahraga & Outdoor,1,58700.0,0.0,0.0,58700.0,Indomaret,delivered,Depok,2024.0,8.0,3.0,Aug
ORD04620,2023-07-31,CST0951,STR040,PRD0055,Gantungan Kunci Batik,Kerajinan & Souvenir,4,12100.0,0.0,0.0,48400.0,Linkaja,delivered,Tangerang,2023.0,7.0,3.0,Jul
ORD02078,2023-09-02,CST0730,STR020,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,1,164200.0,20.0,32800.0,131360.0,Transfer Bca,delivered,Bandung,2023.0,9.0,3.0,Sep
ORD04257,2024-08-08,CST0536,STR007,PRD0011,Kopi Arabika Toraja 250gr,Makanan & Minuman,1,75600.0,10.0,7600.0,68040.0,Transfer Mandiri,delivered,Bogor,2024.0,8.0,3.0,Aug
ORD05295,2024-10-02,CST0031,STR049,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,3,93000.0,0.0,0.0,279000.0,Transfer Bri,returned,Makassar,2024.0,10.0,4.0,Oct
ORD01943,2023-12-03,CST0621,STR033,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,2,34900.0,0.0,0.0,69800.0,Dana,processing,Depok,2023.0,12.0,4.0,Dec
ORD01700,2024-04-26,CST0941,STR031,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,4,91800.0,15.0,55100.0,312120.0,Transfer Bri,delivered,Palembang,2024.0,4.0,2.0,Apr
ORD04276,2023-06-28,CST0644,STR012,PRD0004,Celana Chino Pria,Fashion & Pakaian,10,159400.0,20.0,318800.0,1275200.0,Indomaret,cancelled,Depok,2023.0,6.0,2.0,Jun
ORD00070,2023-09-26,CST0840,STR046,PRD0050,Botol Infuser Air,Olahraga & Outdoor,1,62300.0,10.0,6200.0,56070.0,Dana,delivered,Medan,2023.0,9.0,3.0,Sep
ORD01118,2024-04-05,CST0482,STR026,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,1,45800.0,5.0,2300.0,43510.0,Shopeepay,delivered,Bandung,2024.0,4.0,2.0,Apr
ORD05162,2023-07-05,CST0684,STR032,PRD0033,Tempat Makan Tupperware KW,Rumah Tangga,1,56900.0,10.0,5700.0,51210.0,Transfer Mandiri,returned,Bogor,2023.0,7.0,3.0,Jul
ORD00677,2023-06-18,CST0732,STR035,PRD0037,Botol Minum Tumbler,Rumah Tangga,1,84500.0,5.0,4200.0,80275.0,Ovo,processing,Surabaya,2023.0,6.0,2.0,Jun
ORD04542,2023-08-08,CST0619,STR042,PRD0051,Topi Running,Olahraga & Outdoor,3,51700.0,20.0,31000.0,124080.0,Qris,cancelled,Bogor,2023.0,8.0,3.0,Aug
ORD03582,2023-02-18,CST0615,STR009,PRD0039,Keranjang Rotan Mini,Rumah Tangga,1,110500.0,0.0,0.0,110500.0,Indomaret,processing,Medan,2023.0,2.0,1.0,Feb
ORD02305,2023-08-01,CST0278,STR035,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,1,116200.0,15.0,17400.0,98770.0,Cod,delivered,Surabaya,2023.0,8.0,3.0,Aug
ORD03587,2023-10-18,CST0409,STR022,PRD0055,Gantungan Kunci Batik,Kerajinan & Souvenir,1,12000.0,0.0,0.0,12000.0,Transfer Bri,delivered,Jakarta,2023.0,10.0,4.0,Oct
ORD00204,2023-10-29,CST0409,STR006,PRD0039,Keranjang Rotan Mini,Rumah Tangga,1,108100.0,20.0,21600.0,86480.0,Alfamart,delivered,Depok,2023.0,10.0,4.0,Oct
ORD00503,2023-07-24,CST0862,STR025,PRD0012,Teh Herbal Jahe Merah,Makanan & Minuman,1,41900.0,15.0,6300.0,35615.0,Transfer Mandiri,delivered,Tangerang,2023.0,7.0,3.0,Jul
ORD03429,2024-01-26,CST0570,STR019,PRD0001,Batik Tulis Premium,Fashion & Pakaian,1,291500.0,10.0,29100.0,262350.0,Unknown,processing,Surabaya,2024.0,1.0,1.0,Jan
ORD02253,2023-06-20,CST0511,STR045,PRD0003,Hijab Voal Motif,Fashion & Pakaian,1,61000.0,20.0,12200.0,48800.0,Qris,returned,Bogor,2023.0,6.0,2.0,Jun
ORD00340,2023-11-27,CST0461,STR010,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,4,36600.0,10.0,14600.0,131760.0,Linkaja,delivered,Palembang,2023.0,11.0,4.0,Nov
ORD05485,2023-02-23,CST0792,STR009,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,1,99700.0,10.0,10000.0,89730.0,Transfer Bca,delivered,Medan,2023.0,2.0,1.0,Feb
ORD04395,2024-01-30,CST0086,STR040,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,1,42700.0,5.0,2100.0,40565.0,Cod,delivered,Tangerang,2024.0,1.0,1.0,Jan
ORD04060,2023-12-01,CST0482,STR043,PRD0046,Botol Susu Anti-Kolik,Perlengkapan Bayi & Anak,1,101600.0,15.0,15200.0,86360.0,Transfer Mandiri,cancelled,Surabaya,2023.0,12.0,4.0,Dec
ORD00388,2023-12-12,CST0937,STR045,PRD0016,Rendang Kemasan Vacuum,Makanan & Minuman,1,127100.0,0.0,0.0,127100.0,Indomaret,cancelled,Bogor,2023.0,12.0,4.0,Dec
ORD04258,2024-01-17,CST0254,STR004,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,3,190300.0,0.0,0.0,570900.0,Gopay,delivered,Jakarta,2024.0,1.0,1.0,Jan
ORD02272,,CST0851,STR001,PRD0015,Dodol Garut Premium,Makanan & Minuman,3,41800.0,0.0,0.0,125400.0,Linkaja,processing,Surabaya,,,,
ORD02230,2023-11-21,CST0113,STR007,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,86200.0,0.0,0.0,86200.0,Gopay,returned,Bogor,2023.0,11.0,4.0,Nov
ORD03635,2024-05-28,CST0476,STR015,PRD0028,Holder HP Mobil,Elektronik & Aksesori,4,64400.0,0.0,0.0,257600.0,Linkaja,delivered,Jakarta,2024.0,5.0,2.0,May
ORD03025,2023-08-31,CST0856,STR047,PRD0007,Sepatu Sneakers Lokal,Fashion & Pakaian,1,273500.0,10.0,27400.0,246150.0,Indomaret,delivered,Makassar,2023.0,8.0,3.0,Aug
ORD03009,2023-05-25,CST0821,STR040,PRD0003,Hijab Voal Motif,Fashion & Pakaian,1,60800.0,15.0,9100.0,51680.0,Transfer Mandiri,delivered,Tangerang,2023.0,5.0,2.0,May
ORD03718,2023-07-08,CST0433,STR028,PRD0049,Matras Yoga 6mm,Olahraga & Outdoor,4,156800.0,10.0,62700.0,564480.0,Linkaja,processing,Palembang,2023.0,7.0,3.0,Jul
ORD01865,2024-02-09,CST0135,STR031,PRD0019,Sabun Sirih Herbal,Kecantikan & Perawatan,2,27700.0,15.0,8300.0,47090.0,Transfer Mandiri,processing,Palembang,2024.0,2.0,1.0,Feb
ORD01768,2023-03-15,CST0362,STR038,PRD0056,Topeng Kayu Dekorasi,Kerajinan & Souvenir,3,105800.0,10.0,31700.0,285660.0,Linkaja,delivered,Semarang,2023.0,3.0,1.0,Mar
ORD00678,2024-12-12,CST0519,STR009,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,3,31900.0,0.0,0.0,95700.0,Transfer Bri,delivered,Medan,2024.0,12.0,4.0,Dec
ORD01177,2024-01-04,CST0643,STR031,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,1,132100.0,10.0,13200.0,118890.0,Transfer Mandiri,delivered,Palembang,2024.0,1.0,1.0,Jan
ORD03310,2023-09-25,CST0531,STR021,PRD0005,Dress Casual Wanita,Fashion & Pakaian,2,175200.0,0.0,0.0,350400.0,Qris,returned,Depok,2023.0,9.0,3.0,Sep
ORD04231,2024-08-09,CST0492,STR002,PRD0038,Talenan Kayu Jati,Rumah Tangga,3,84600.0,0.0,0.0,253800.0,Linkaja,returned,Medan,2024.0,8.0,3.0,Aug
ORD00062,2024-08-13,CST0789,STR019,PRD0024,Parfum Roll-On Halal,Kecantikan & Perawatan,4,38700.0,10.0,15500.0,139320.0,Gopay,processing,Surabaya,2024.0,8.0,3.0,Aug
ORD02583,2023-01-15,CST0649,STR002,PRD0005,Dress Casual Wanita,Fashion & Pakaian,2,166900.0,5.0,16700.0,317110.0,Transfer Bca,cancelled,Medan,2023.0,1.0,1.0,Jan
ORD05145,2024-03-23,CST0446,STR027,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,10,85400.0,0.0,0.0,854000.0,Linkaja,returned,Depok,2024.0,3.0,1.0,Mar
ORD03298,2023-09-15,CST0771,STR010,PRD0049,Matras Yoga 6mm,Olahraga & Outdoor,4,170200.0,0.0,0.0,680800.0,Shopeepay,returned,Palembang,2023.0,9.0,3.0,Sep
ORD04196,2024-02-24,CST0103,STR031,PRD0008,Sandal Kulit Handmade,Fashion & Pakaian,2,153800.0,10.0,30800.0,276840.0,Transfer Bri,delivered,Palembang,2024.0,2.0,1.0,Feb
ORD02518,2023-03-02,CST0899,STR007,PRD0014,Madu Hutan Asli 500ml,Makanan & Minuman,1,187900.0,10.0,18800.0,169110.0,Alfamart,delivered,Bogor,2023.0,3.0,1.0,Mar
ORD04723,2024-06-08,CST0078,STR043,PRD0036,Gantungan Baju Kayu,Rumah Tangga,3,18700.0,5.0,2800.0,53295.0,Alfamart,delivered,Surabaya,2024.0,6.0,2.0,Jun
ORD05086,2023-12-07,CST0742,STR022,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,4,209100.0,0.0,0.0,836400.0,Dana,processing,Jakarta,2023.0,12.0,4.0,Dec
ORD04498,2023-11-07,CST0306,STR029,PRD0003,Hijab Voal Motif,Fashion & Pakaian,1,56800.0,0.0,0.0,56800.0,Linkaja,processing,Bandung,2023.0,11.0,4.0,Nov
ORD02128,2023-12-19,CST0171,STR006,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,5,45000.0,0.0,0.0,225000.0,Dana,processing,Depok,2023.0,12.0,4.0,Dec
ORD04115,2024-03-11,CST0282,STR007,PRD0023,Shampo Kemiri Organik,Kecantikan & Perawatan,5,74500.0,10.0,37200.0,335250.0,Transfer Bri,returned,Bogor,2024.0,3.0,1.0,Mar
ORD02288,2024-11-01,CST0517,STR020,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,1,57300.0,10.0,5700.0,51570.0,Qris,returned,Bandung,2024.0,11.0,4.0,Nov
ORD03536,2023-09-19,CST0627,STR036,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,4,88400.0,5.0,17700.0,335920.0,Transfer Mandiri,delivered,Tangerang,2023.0,9.0,3.0,Sep
ORD01116,2024-09-18,CST0238,STR007,PRD0043,Tas Sekolah Anak SD,Perlengkapan Bayi & Anak,1,103800.0,10.0,10400.0,93420.0,Transfer Mandiri,delivered,Bogor,2024.0,9.0,3.0,Sep
ORD00734,2023-04-10,CST0350,STR019,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,201100.0,5.0,10100.0,191045.0,Indomaret,delivered,Surabaya,2023.0,4.0,2.0,Apr
ORD03258,2023-10-05,CST0056,STR001,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,3,33200.0,0.0,0.0,99600.0,Indomaret,returned,Surabaya,2023.0,10.0,4.0,Oct
ORD04260,2024-11-25,CST0450,STR021,PRD0050,Botol Infuser Air,Olahraga & Outdoor,1,66400.0,10.0,6600.0,59760.0,Transfer Mandiri,processing,Depok,2024.0,11.0,4.0,Nov
ORD01963,2024-07-03,CST0196,STR036,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,4,129200.0,15.0,77500.0,439280.0,Gopay,delivered,Tangerang,2024.0,7.0,3.0,Jul
ORD00528,2023-11-16,CST0574,STR018,PRD0003,Hijab Voal Motif,Fashion & Pakaian,2,65700.0,0.0,0.0,131400.0,Gopay,returned,Makassar,2023.0,11.0,4.0,Nov
ORD03775,2023-09-25,CST0894,STR049,PRD0037,Botol Minum Tumbler,Rumah Tangga,2,88700.0,0.0,0.0,177400.0,Qris,delivered,Makassar,2023.0,9.0,3.0,Sep
ORD05326,2023-02-22,CST0509,STR044,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,5,15000.0,0.0,0.0,75000.0,Transfer Bri,processing,Tangerang,2023.0,2.0,1.0,Feb
ORD02608,2024-08-09,CST0981,STR026,PRD0043,Tas Sekolah Anak SD,Perlengkapan Bayi & Anak,1,121100.0,10.0,12100.0,108990.0,Linkaja,returned,Bandung,2024.0,8.0,3.0,Aug
ORD02196,2023-12-17,CST0900,STR010,PRD0037,Botol Minum Tumbler,Rumah Tangga,4,80700.0,0.0,0.0,322800.0,Cod,cancelled,Palembang,2023.0,12.0,4.0,Dec
ORD03750,2023-11-19,CST0790,STR009,PRD0028,Holder HP Mobil,Elektronik & Aksesori,1,58500.0,0.0,0.0,58500.0,Qris,cancelled,Medan,2023.0,11.0,4.0,Nov
ORD00804,2024-04-12,CST0080,STR010,PRD0031,Casing HP Anti Crack,Elektronik & Aksesori,1,30000.0,5.0,1500.0,28500.0,Alfamart,delivered,Palembang,2024.0,4.0,2.0,Apr
ORD02370,2023-10-13,CST0289,STR041,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,3,193700.0,0.0,0.0,581100.0,Qris,delivered,Semarang,2023.0,10.0,4.0,Oct
ORD04970,2023-10-10,CST0874,STR022,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,1,35100.0,0.0,0.0,35100.0,Ovo,cancelled,Jakarta,2023.0,10.0,4.0,Oct
ORD02134,,CST0550,STR012,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,1,101300.0,0.0,0.0,101300.0,Shopeepay,delivered,Depok,,,,
ORD04830,2023-10-09,CST0214,STR044,PRD0046,Botol Susu Anti-Kolik,Perlengkapan Bayi & Anak,1,98100.0,10.0,9800.0,88290.0,Qris,delivered,Tangerang,2023.0,10.0,4.0,Oct
ORD04377,2023-12-31,CST0902,STR017,PRD0003,Hijab Voal Motif,Fashion & Pakaian,1,64800.0,5.0,3200.0,61560.0,Linkaja,delivered,Tangerang,2023.0,12.0,4.0,Dec
ORD04904,2023-10-03,CST0132,STR001,PRD0056,Topeng Kayu Dekorasi,Kerajinan & Souvenir,1,101100.0,5.0,5100.0,96045.0,Cod,delivered,Surabaya,2023.0,10.0,4.0,Oct
ORD00220,2023-09-05,CST0961,STR048,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,3,35000.0,0.0,0.0,105000.0,Transfer Bca,processing,Surabaya,2023.0,9.0,3.0,Sep
ORD02219,2023-01-07,CST0256,STR049,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,88500.0,15.0,13300.0,75225.0,Cod,returned,Makassar,2023.0,1.0,1.0,Jan
ORD00583,2024-02-01,CST0099,STR007,PRD0031,Casing HP Anti Crack,Elektronik & Aksesori,1,33100.0,10.0,3300.0,29790.0,Gopay,delivered,Bogor,2024.0,2.0,1.0,Feb
ORD02785,2024-05-12,CST0924,STR010,PRD0008,Sandal Kulit Handmade,Fashion & Pakaian,5,166000.0,5.0,41500.0,788500.0,Alfamart,delivered,Palembang,2024.0,5.0,2.0,May
ORD00044,2024-05-18,CST0280,STR045,PRD0048,Tali Skipping Premium,Olahraga & Outdoor,5,59700.0,5.0,14900.0,283575.0,Indomaret,delivered,Bogor,2024.0,5.0,2.0,May
ORD03013,2024-07-18,CST0044,STR020,PRD0027,Earphone Bluetooth TWS,Elektronik & Aksesori,3,136600.0,0.0,0.0,409800.0,Transfer Bri,delivered,Bandung,2024.0,7.0,3.0,Jul
ORD01282,2024-10-29,CST0079,STR029,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,1,85300.0,0.0,0.0,85300.0,Transfer Mandiri,processing,Bandung,2024.0,10.0,4.0,Oct
ORD04869,2024-11-23,CST0200,STR036,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,2,95300.0,5.0,9500.0,181070.0,Ovo,processing,Tangerang,2024.0,11.0,4.0,Nov
ORD04918,2024-08-17,CST0420,STR023,PRD0056,Topeng Kayu Dekorasi,Kerajinan & Souvenir,1,113600.0,5.0,5700.0,107920.0,Qris,delivered,Palembang,2024.0,8.0,3.0,Aug
ORD01072,2024-04-22,CST0495,STR017,PRD0055,Gantungan Kunci Batik,Kerajinan & Souvenir,3,12800.0,0.0,0.0,38400.0,Cod,processing,Tangerang,2024.0,4.0,2.0,Apr
ORD00719,2023-07-14,CST0708,STR030,PRD0024,Parfum Roll-On Halal,Kecantikan & Perawatan,1,44800.0,10.0,4500.0,40320.0,Transfer Bca,cancelled,Surabaya,2023.0,7.0,3.0,Jul
ORD04055,2023-10-22,CST0663,STR014,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,1,128100.0,5.0,6400.0,121695.0,Transfer Bri,returned,Makassar,2023.0,10.0,4.0,Oct
ORD00671,2023-12-22,CST0504,STR035,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,3,32900.0,0.0,0.0,98700.0,Qris,delivered,Surabaya,2023.0,12.0,4.0,Dec
ORD05009,2023-04-02,CST0582,STR048,PRD0016,Rendang Kemasan Vacuum,Makanan & Minuman,4,114200.0,5.0,22800.0,433960.0,Dana,delivered,Surabaya,2023.0,4.0,2.0,Apr
ORD03574,2023-02-04,CST0720,STR048,PRD0011,Kopi Arabika Toraja 250gr,Makanan & Minuman,1,78000.0,0.0,0.0,78000.0,Cod,cancelled,Surabaya,2023.0,2.0,1.0,Feb
ORD01554,2023-03-20,CST0730,STR040,PRD0006,Jaket Bomber,Fashion & Pakaian,5,283100.0,15.0,212300.0,1203175.0,Alfamart,delivered,Tangerang,2023.0,3.0,1.0,Mar
ORD03091,2024-11-18,CST0869,STR041,PRD0036,Gantungan Baju Kayu,Rumah Tangga,4,19900.0,0.0,0.0,79600.0,Transfer Bri,delivered,Semarang,2024.0,11.0,4.0,Nov
ORD00898,2023-06-23,CST0309,STR030,PRD0027,Earphone Bluetooth TWS,Elektronik & Aksesori,10,139900.0,20.0,279900.0,1119200.0,Linkaja,delivered,Surabaya,2023.0,6.0,2.0,Jun
ORD00096,2023-05-19,CST0735,STR040,PRD0037,Botol Minum Tumbler,Rumah Tangga,2,91000.0,10.0,18200.0,163800.0,Indomaret,returned,Tangerang,2023.0,5.0,2.0,May
ORD01675,2024-08-29,CST0256,STR007,PRD0028,Holder HP Mobil,Elektronik & Aksesori,1,58500.0,10.0,5900.0,52650.0,Shopeepay,cancelled,Bogor,2024.0,8.0,3.0,Aug
ORD00843,2023-05-02,CST0920,STR044,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,2,96100.0,15.0,28800.0,163370.0,Alfamart,delivered,Tangerang,2023.0,5.0,2.0,May
ORD04444,2023-12-08,CST0796,STR041,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,3,34400.0,0.0,0.0,103200.0,Unknown,delivered,Semarang,2023.0,12.0,4.0,Dec
ORD03942,2024-04-07,CST0227,STR008,PRD0039,Keranjang Rotan Mini,Rumah Tangga,1,110900.0,0.0,0.0,110900.0,Transfer Bri,delivered,Palembang,2024.0,4.0,2.0,Apr
ORD04658,2024-08-12,CST0015,STR032,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,2,180100.0,0.0,0.0,360200.0,Qris,delivered,Bogor,2024.0,8.0,3.0,Aug
ORD02307,2024-03-09,CST0535,STR011,PRD0047,Kaos Olahraga Dryfit,Olahraga & Outdoor,2,80100.0,5.0,8000.0,152190.0,Alfamart,processing,Bogor,2024.0,3.0,1.0,Mar
ORD03625,2024-08-22,CST0183,STR018,PRD0003,Hijab Voal Motif,Fashion & Pakaian,1,65700.0,0.0,0.0,65700.0,Shopeepay,delivered,Makassar,2024.0,8.0,3.0,Aug
ORD01322,2023-12-08,CST0921,STR029,PRD0046,Botol Susu Anti-Kolik,Perlengkapan Bayi & Anak,3,91200.0,0.0,0.0,273600.0,Dana,delivered,Bandung,2023.0,12.0,4.0,Dec
ORD04652,2023-04-30,CST0229,STR002,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,3,94200.0,5.0,14100.0,268470.0,Indomaret,cancelled,Medan,2023.0,4.0,2.0,Apr
ORD00323,2023-03-31,CST0703,STR045,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,1,100700.0,10.0,10100.0,90630.0,Transfer Bri,cancelled,Bogor,2023.0,3.0,1.0,Mar
