order_id,order_date,customer_id,store_id,product_id,product_name,category,qty,unit_price,discount_pct,discount_amount,total_price,payment_method,order_status,city
ORD01393,2024-01-11,CST0464,STR014,PRD0001,Batik Tulis Premium,Fashion & Pakaian,2,305800.0,20.0,122300.0,489300.0,Transfer Mandiri,delivered,Makassar
ORD01127,2023-02-22,CST0100,STR036,PRD0051,Topi Running,Olahraga & Outdoor,2,48000.0,0.0,0.0,96000.0,LinkAja,delivered,Tangerang
ORD01375,2024-04-20,CST0322,STR008,PRD0049,Matras Yoga 6mm,Olahraga & Outdoor,1,173600.0,0.0,0.0,173600.0,Dana,cancelled,Palembang
ORD01621,2023-05-03,CST0469,STR042,PRD0040,Lilin Aromaterapi,Rumah Tangga,4,68700.0,0.0,0.0,274700.0,COD,delivered,Bogor
ORD05426,2024-05-21,CST0295,STR027,PRD0018,Masker Wajah Clay BPOM,Kecantikan & Perawatan,3,55500.0,5.0,8300.0,158100.0,Transfer Mandiri,delivered,Depok
ORD00071,2024-05-07,CST0074,STR012,PRD0052,Gelang Batok Kelapa,Kerajinan & Souvenir,2,25200.0,10.0,5000.0,45400.0,ShopeePay,returned,Depok
ORD02211,2023-10-03,CST0689,STR031,PRD0015,Dodol Garut Premium,Makanan & Minuman,3,41700.0,0.0,0.0,125200.0,Transfer BRI,delivered,Palembang
ORD03647,2024-01-24,CST0048,STR032,PRD0001,Batik Tulis Premium,Fashion & Pakaian,1,320100.0,0.0,0.0,320100.0,ShopeePay,processing,Bogor
ORD04324,2024-10-08,CST0452,STR027,PRD0039,Keranjang Rotan Mini,Rumah Tangga,2,114500.0,0.0,0.0,229100.0,Transfer BRI,returned,Depok
ORD01306,2023-10-30,CST0855,STR043,PRD0050,Botol Infuser Air,Olahraga & Outdoor,1,61600.0,0.0,0.0,61600.0,Transfer BCA,returned,Surabaya
ORD01898,2024-05-07,CST0097,STR036,PRD0039,Keranjang Rotan Mini,Rumah Tangga,5,122300.0,10.0,61100.0,550200.0,GoPay,cancelled,Tangerang
ORD00832,2023-09-29,CST0749,STR032,PRD0040,Lilin Aromaterapi,Rumah Tangga,1,68400.0,5.0,3400.0,65000.0,ShopeePay,delivered,Bogor
ORD02318,2023-03-07,CST0993,STR012,PRD0019,Sabun Sirih Herbal,Kecantikan & Perawatan,2,28200.0,10.0,5600.0,50700.0,Transfer Mandiri,delivered,Depok
ORD02672,2024-08-13,CST0529,STR010,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,5,90900.0,5.0,22700.0,431600.0,COD,cancelled,Palembang
ORD02860,2024-05-15,CST0749,STR003,PRD0048,Tali Skipping Premium,Olahraga & Outdoor,1,51700.0,0.0,0.0,51700.0,Transfer BCA,delivered,Depok
ORD00239,2023-02-26,CST0045,STR034,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,2,210800.0,0.0,0.0,421700.0,COD,delivered,Depok
ORD04651,2023-01-08,CST0329,STR028,PRD0033,Tempat Makan Tupperware KW,Rumah Tangga,3,57400.0,0.0,0.0,172200.0,OVO,processing,Palembang
ORD02446,2024-10-08,CST0782,STR017,PRD0047,Kaos Olahraga Dryfit,Olahraga & Outdoor,2,85000.0,20.0,34000.0,135900.0,Indomaret,cancelled,Tangerang
ORD03324,2023-01-27,CST0590,STR042,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,2,34400.0,5.0,3400.0,65400.0,Dana,delivered,Bogor
ORD04812,2024-10-10,CST0890,STR011,PRD0046,Botol Susu Anti-Kolik,Perlengkapan Bayi & Anak,1,106700.0,10.0,10700.0,96100.0,Indomaret,processing,Bogor
ORD05264,2024-01-09,CST0653,STR014,PRD0006,Jaket Bomber,Fashion & Pakaian,2,315100.0,10.0,63000.0,567100.0,COD,processing,Makassar
ORD03036,2023-10-06,CST0912,STR027,PRD0024,Parfum Roll-On Halal,Kecantikan & Perawatan,4,40400.0,0.0,0.0,161500.0,Transfer BRI,processing,Depok
ORD01002,2023-09-18,CST0556,STR030,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,5,126600.0,0.0,0.0,633100.0,,returned,Surabaya
ORD01616,2024-10-04,CST0341,STR009,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,1,48900.0,5.0,2400.0,46500.0,Transfer Mandiri,delivered,Medan
ORD04397,2024-04-05,CST0324,STR006,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,1,15400.0,5.0,800.0,14600.0,Transfer Mandiri,cancelled,Depok
ORD01962,2024-10-01,CST0504,STR045,PRD0019,Sabun Sirih Herbal,Kecantikan & Perawatan,4,28000.0,10.0,11200.0,100700.0,ShopeePay,delivered,Bogor
ORD01469,2024-05-04,CST0079,STR025,PRD0031,Casing HP Anti Crack,Elektronik & Aksesori,1,29200.0,5.0,1500.0,27700.0,GoPay,cancelled,Tangerang
ORD00958,2024-12-01,CST0843,STR017,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,2,128100.0,0.0,0.0,256300.0,Dana,delivered,Tangerang
ORD03471,2024-04-27,CST0676,STR039,PRD0053,Tas Anyaman Pandan,Kerajinan & Souvenir,1,97200.0,0.0,0.0,97200.0,Transfer BCA,delivered,Bandung
ORD01296,2023-03-08,CST0448,STR022,PRD0033,Tempat Makan Tupperware KW,Rumah Tangga,1,55800.0,0.0,0.0,55800.0,LinkAja,delivered,Jakarta
ORD04640,2023-10-30,CST0731,STR016,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,3,31300.0,15.0,14100.0,79900.0,GoPay,delivered,Medan
ORD01770,2023-10-30,CST0087,STR041,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,1,30200.0,10.0,3000.0,27200.0,OVO,delivered,Semarang
ORD05388,2023-01-07,CST0041,STR039,PRD0051,Topi Running,Olahraga & Outdoor,2,48600.0,15.0,14600.0,82600.0,Transfer Mandiri,returned,Bandung
ORD03636,2023-03-03,CST0891,STR037,PRD0006,Jaket Bomber,Fashion & Pakaian,1,286800.0,5.0,14300.0,272400.0,Alfamart,cancelled,Depok
ORD02537,2023-01-22,CST0188,STR007,PRD0051,Topi Running,Olahraga & Outdoor,1,49500.0,0.0,0.0,49500.0,Dana,delivered,Bogor
ORD03826,2023-08-02,CST0105,STR039,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,3,96200.0,20.0,57700.0,230900.0,QRIS,cancelled,Bandung
ORD03918,2024-01-02,CST0868,STR015,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,1,14700.0,10.0,1500.0,13300.0,Alfamart,delivered,Jakarta
ORD01035,2023-09-28,CST0206,STR013,PRD0008,Sandal Kulit Handmade,Fashion & Pakaian,3,159900.0,0.0,0.0,479800.0,,processing,Depok
ORD01651,2023-07-01,CST0005,STR022,PRD0007,Sepatu Sneakers Lokal,Fashion & Pakaian,1,263100.0,0.0,0.0,263100.0,Dana,delivered,Jakarta
ORD00932,2023-04-06,CST0419,STR029,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,5,29100.0,0.0,0.0,145700.0,LinkAja,cancelled,Bandung
ORD05121,03-03-2024,CST0791,STR003,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,1,14800.0,5.0,700.0,14000.0,COD,delivered,Depok
ORD02938,2024-09-29,CST0185,STR037,PRD0011,Kopi Arabika Toraja 250gr,Makanan & Minuman,5,89800.0,0.0,0.0,449000.0,COD,processing,
ORD00634,2024-08-21,CST0152,STR009,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,4,13400.0,0.0,0.0,53800.0,Transfer Mandiri,processing,Medan
ORD03695,2023-07-19,CST0770,STR002,PRD0025,Powerbank 10000mAh,Elektronik & Aksesori,2,129000.0,10.0,25800.0,232200.0,Indomaret,returned,Medan
ORD00499,2024-08-24,CST0413,STR019,PRD0018,Masker Wajah Clay BPOM,Kecantikan & Perawatan,5,51100.0,10.0,25500.0,229700.0,Alfamart,processing,Surabaya
ORD01607,2024-12-12,CST0830,STR018,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,95800.0,0.0,0.0,95800.0,,delivered,Makassar
ORD00416,2023-02-27,CST0626,STR021,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,2,51700.0,20.0,20700.0,82700.0,Transfer BCA,returned,Depok
ORD02054,2023-12-16,CST0056,STR024,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,1,181000.0,0.0,0.0,181000.0,Dana,cancelled,Bogor
ORD02891,2023-11-03,CST0300,STR028,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,5,50600.0,0.0,0.0,252900.0,OVO,delivered,Palembang
ORD05177,2023-09-15,CST0865,STR011,PRD0043,Tas Sekolah Anak SD,Perlengkapan Bayi & Anak,2,106400.0,0.0,0.0,212700.0,QRIS,returned,Bogor
ORD03626,2023-10-06,CST0989,STR046,PRD0034,Sapu Lantai Ijuk,Rumah Tangga,1,27900.0,5.0,1400.0,26500.0,Transfer Mandiri,processing,Medan
ORD00758,2023-01-30,CST0489,STR024,PRD0032,Charger Fast Charging,Elektronik & Aksesori,1,78100.0,20.0,15600.0,62500.0,LinkAja,delivered,Bogor
ORD02560,2024-12-21,CST0363,STR031,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,3,13900.0,5.0,2100.0,39700.0,Alfamart,delivered,Palembang
ORD01042,2023-11-11,CST0595,STR007,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,5,53800.0,0.0,0.0,268800.0,Transfer Mandiri,delivered,Bogor
ORD01938,2023-02-18,CST0843,STR020,PRD0018,Masker Wajah Clay BPOM,Kecantikan & Perawatan,5,55700.0,0.0,0.0,278500.0,COD,cancelled,Bandung
ORD02604,2024-10-12,CST0692,STR017,PRD0036,Gantungan Baju Kayu,Rumah Tangga,1,18900.0,20.0,3800.0,15100.0,Transfer BRI,delivered,Tangerang
ORD05495,2023-08-25,CST0715,STR006,PRD0056,Topeng Kayu Dekorasi,Kerajinan & Souvenir,1,112200.0,0.0,0.0,112200.0,ShopeePay,delivered,Depok
ORD01814,2023-04-04,CST0275,STR011,PRD0025,Powerbank 10000mAh,Elektronik & Aksesori,3,143500.0,5.0,21500.0,408800.0,QRIS,processing,Bogor
ORD00597,2023-08-20,CST0401,STR044,PRD0033,Tempat Makan Tupperware KW,Rumah Tangga,10,52400.0,0.0,0.0,523800.0,,delivered,Tangerang
ORD01967,2023-12-02,CST0048,STR011,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,1,160100.0,0.0,0.0,160100.0,COD,returned,Bogor
ORD03494,2024-06-08,CST0248,STR005,PRD0025,Powerbank 10000mAh,Elektronik & Aksesori,2,124200.0,0.0,0.0,248300.0,Dana,delivered,Medan
ORD02842,2023-02-18,CST0621,STR017,PRD0046,Botol Susu Anti-Kolik,Perlengkapan Bayi & Anak,1,107700.0,0.0,0.0,107700.0,LinkAja,delivered,Tangerang
ORD00653,2023-07-12,CST0662,STR004,PRD0051,Topi Running,Olahraga & Outdoor,2,53800.0,5.0,5400.0,102200.0,transfer mandiri,cancelled,Jakarta
ORD04786,2024-02-16,CST0149,STR006,PRD0052,Gelang Batok Kelapa,Kerajinan & Souvenir,1,23500.0,20.0,4700.0,18800.0,GoPay,cancelled,Depok
ORD01468,2023-11-21,CST0610,STR034,PRD0012,Teh Herbal Jahe Merah,Makanan & Minuman,2,39600.0,0.0,0.0,79300.0,COD,delivered,Depok
ORD01581,2023-06-21,CST0701,STR020,PRD0012,Teh Herbal Jahe Merah,Makanan & Minuman,5,41900.0,10.0,21000.0,188700.0,QRIS,delivered,Bandung
ORD01730,2024-09-14,CST0923,STR029,PRD0040,Lilin Aromaterapi,Rumah Tangga,1,61600.0,15.0,9200.0,52400.0,Transfer BRI,delivered,Bandung
ORD02278,2024-11-20,CST0924,STR022,PRD0053,Tas Anyaman Pandan,Kerajinan & Souvenir,1,91100.0,5.0,4600.0,86600.0,Dana,delivered,Jakarta
ORD01663,2023-05-12,CST0147,STR017,PRD0004,Celana Chino Pria,Fashion & Pakaian,4,152000.0,0.0,0.0,608100.0,Transfer BCA,delivered,Tangerang
ORD00076,2023-05-30,CST0402,STR007,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,2,15400.0,0.0,0.0,30800.0,Indomaret,delivered,Bogor
ORD04110,2023-03-22,CST0140,STR003,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,99400.0,15.0,14900.0,84500.0,QRIS,processing,Depok
ORD03177,2024-06-16,CST0434,STR001,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,1,173700.0,15.0,26100.0,147600.0,Alfamart,returned,Surabaya
ORD03887,2024-05-22,CST0708,STR042,PRD0034,Sapu Lantai Ijuk,Rumah Tangga,1,26900.0,5.0,1300.0,25500.0,Transfer Mandiri,delivered,Bogor
ORD03438,2023-03-11,CST0970,STR037,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,1,45200.0,10.0,4500.0,40700.0,Alfamart,delivered,Depok
ORD01437,2023-03-18,CST0358,STR007,PRD0014,Madu Hutan Asli 500ml,Makanan & Minuman,1,170000.0,5.0,8500.0,161500.0,Alfamart,returned,Bogor
ORD04109,2023-01-14,CST0683,STR001,PRD0053,Tas Anyaman Pandan,Kerajinan & Souvenir,4,89700.0,5.0,17900.0,340900.0,QRIS,processing,Surabaya
ORD02452,23-11-2024,CST0408,STR004,PRD0015,Dodol Garut Premium,Makanan & Minuman,3,41300.0,0.0,0.0,123900.0,GoPay,cancelled,Jakarta
ORD02192,2023-11-22,CST0509,STR025,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,3,121700.0,10.0,36500.0,328600.0,Indomaret,processing,Tangerang
ORD01551,2024-08-17,CST0724,STR010,PRD0039,Keranjang Rotan Mini,Rumah Tangga,1,120300.0,20.0,24100.0,96200.0,Transfer BRI,processing,Palembang
ORD01011,2024-10-09,CST0893,STR030,PRD0004,Celana Chino Pria,Fashion & Pakaian,4,162700.0,15.0,97600.0,553300.0,COD,delivered,Surabaya
ORD01030,2023-02-19,CST0631,STR013,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,5,48700.0,0.0,0.0,243400.0,QRIS,cancelled,Depok
ORD05168,2024-02-24,CST0562,STR013,PRD0005,Dress Casual Wanita,Fashion & Pakaian,1,177400.0,0.0,0.0,177400.0,Transfer Mandiri,delivered,Depok
ORD00829,2023-06-29,CST0308,STR035,PRD0016,Rendang Kemasan Vacuum,Makanan & Minuman,1,134300.0,5.0,6700.0,127600.0,GoPay,cancelled,Surabaya
ORD03183,2023-07-07,CST0193,STR026,PRD0038,Talenan Kayu Jati,Rumah Tangga,4,80100.0,0.0,0.0,320400.0,Dana,delivered,Bandung
ORD00097,2023-06-11,CST0650,STR004,PRD0016,Rendang Kemasan Vacuum,Makanan & Minuman,1,127500.0,20.0,25500.0,102000.0,OVO,delivered,Jakarta
ORD02978,2024-05-27,CST0219,STR016,PRD0055,Gantungan Kunci Batik,Kerajinan & Souvenir,2,12300.0,0.0,0.0,24600.0,COD,processing,Medan
ORD04306,2024-11-30,CST0290,STR049,PRD0037,Botol Minum Tumbler,Rumah Tangga,1,85300.0,10.0,8500.0,76700.0,Transfer BCA,returned,Makassar
ORD03015,2023-10-21,CST0513,STR043,PRD0004,Celana Chino Pria,Fashion & Pakaian,3,176600.0,0.0,0.0,529800.0,GoPay,delivered,Surabaya
ORD01201,2024-01-24,CST0148,STR005,PRD0024,Parfum Roll-On Halal,Kecantikan & Perawatan,1,39300.0,10.0,3900.0,35400.0,LinkAja,delivered,Medan
ORD00622,2024-01-20,CST0387,STR018,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,1,46400.0,25.0,11600.0,34800.0,Transfer BCA,delivered,Makassar
ORD00567,2023-01-20,CST0993,STR027,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,103600.0,10.0,10400.0,93200.0,ShopeePay,returned,
ORD00544,2024-06-19,CST0398,STR045,PRD0011,Kopi Arabika Toraja 250gr,Makanan & Minuman,1,80800.0,25.0,20200.0,60600.0,LinkAja,delivered,Bogor
ORD01889,2024-11-19,CST0582,STR035,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,2,38600.0,5.0,3900.0,73200.0,Transfer BCA,returned,Surabaya
ORD00052,2024-03-29,CST0756,STR041,PRD0056,Topeng Kayu Dekorasi,Kerajinan & Souvenir,5,118300.0,5.0,29600.0,561800.0,Transfer BCA,delivered,Semarang
ORD04893,2024-12-10,CST0067,STR029,PRD0012,Teh Herbal Jahe Merah,Makanan & Minuman,1,40900.0,20.0,8200.0,32700.0,Alfamart,delivered,Bandung
ORD01880,2023-12-09,CST0229,STR042,PRD0024,Parfum Roll-On Halal,Kecantikan & Perawatan,3,41600.0,10.0,12500.0,112300.0,LinkAja,delivered,Bogor
ORD00746,2024-12-16,CST0289,STR016,PRD0043,Tas Sekolah Anak SD,Perlengkapan Bayi & Anak,2,121100.0,20.0,48400.0,193700.0,GoPay,returned,Medan
ORD03985,2024-02-01,CST0261,STR031,PRD0056,Topeng Kayu Dekorasi,Kerajinan & Souvenir,2,118300.0,20.0,47300.0,189200.0,ShopeePay,cancelled,Palembang
ORD04403,2023-08-20,CST0616,STR005,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,1,174700.0,0.0,0.0,174700.0,LinkAja,delivered,Medan
ORD04508,2024-11-16,CST0958,STR002,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,3,33100.0,20.0,19800.0,79300.0,ShopeePay,delivered,Medan
ORD00196,2023-12-30,CST0269,STR034,PRD0012,Teh Herbal Jahe Merah,Makanan & Minuman,1,41300.0,0.0,0.0,41300.0,Transfer Mandiri,processing,Depok
ORD03948,2024-09-25,CST0545,STR026,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,4,29100.0,15.0,17500.0,99000.0,GoPay,delivered,Bandung
ORD01336,2023/03/26,CST0577,STR040,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,1,36000.0,10.0,3600.0,32400.0,Transfer BRI,delivered,Tangerang
ORD03338,2023-02-10,CST0332,STR045,PRD0051,Topi Running,Olahraga & Outdoor,1,48400.0,15.0,7300.0,41100.0,COD,cancelled,Bogor
ORD00803,2023-03-18,CST0809,STR003,PRD0052,Gelang Batok Kelapa,Kerajinan & Souvenir,2,24100.0,10.0,4800.0,43400.0,Dana,cancelled,Depok
ORD04323,2023-12-04,CST0661,STR012,PRD0008,Sandal Kulit Handmade,Fashion & Pakaian,1,150600.0,5.0,7500.0,143100.0,ShopeePay,processing,Depok
ORD00621,2023-08-07,CST0484,STR036,PRD0053,Tas Anyaman Pandan,Kerajinan & Souvenir,1,102800.0,20.0,20600.0,82200.0,Transfer BCA,processing,Tangerang
ORD02411,2024-04-17,CST0167,STR006,PRD0003,Hijab Voal Motif,Fashion & Pakaian,2,68300.0,10.0,13700.0,122900.0,Transfer BCA,delivered,Depok
ORD03709,2023-05-15,CST0885,STR037,PRD0012,Teh Herbal Jahe Merah,Makanan & Minuman,1,38600.0,5.0,1900.0,36700.0,Dana,delivered,Depok
ORD04021,2024-07-22,CST0215,STR027,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,1,85700.0,0.0,0.0,85700.0,ShopeePay,delivered,Depok
ORD03655,2023-10-17,CST0040,STR031,PRD0040,Lilin Aromaterapi,Rumah Tangga,2,71400.0,5.0,7100.0,135700.0,GoPay,delivered,Palembang
ORD03997,2024-09-21,CST0508,STR027,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,2,197600.0,0.0,0.0,395200.0,Dana,delivered,Depok
ORD03128,2024-02-28,CST0155,STR018,PRD0028,Holder HP Mobil,Elektronik & Aksesori,4,55900.0,20.0,44700.0,179000.0,Transfer BRI,returned,Makassar
ORD00645,2024-10-21,CST0168,STR042,PRD0007,Sepatu Sneakers Lokal,Fashion & Pakaian,1,261900.0,0.0,0.0,261900.0,OVO,delivered,Bogor
ORD02458,2023-01-02,CST0640,STR030,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,4,31900.0,0.0,0.0,127600.0,QRIS,returned,Surabaya
ORD04795,2023-11-23,CST0011,STR027,PRD0011,Kopi Arabika Toraja 250gr,Makanan & Minuman,3,79600.0,10.0,23900.0,215100.0,COD,delivered,Depok
ORD02358,2023-09-29,CST0077,STR022,PRD0023,Shampo Kemiri Organik,Kecantikan & Perawatan,5,73300.0,0.0,0.0,366600.0,COD,delivered,Jakarta
ORD00121,2023-06-03,CST0484,STR033,PRD0043,Tas Sekolah Anak SD,Perlengkapan Bayi & Anak,1,106100.0,10.0,10600.0,95500.0,GoPay,cancelled,Depok
ORD02463,2024-07-25,CST0780,STR016,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,2,34600.0,5.0,3500.0,65700.0,Transfer Mandiri,returned,Medan
ORD04915,2023-06-03,CST0510,STR030,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,5,53800.0,0.0,0.0,269100.0,QRIS,cancelled,Surabaya
ORD03683,2024-12-28,CST0671,STR021,PRD0001,Batik Tulis Premium,Fashion & Pakaian,5,325900.0,0.0,0.0,1629500.0,COD,returned,Depok
ORD04510,2024-07-29,CST0822,STR028,PRD0033,Tempat Makan Tupperware KW,Rumah Tangga,2,51300.0,20.0,20500.0,82000.0,Transfer BCA,delivered,Palembang
ORD02699,2024/11/16,CST0741,STR034,PRD0013,Snack Box Mix,Makanan & Minuman,4,50700.0,15.0,30400.0,172300.0,QRIS,delivered,Depok
ORD03974,2023-05-25,CST0992,STR001,PRD0048,Tali Skipping Premium,Olahraga & Outdoor,4,53300.0,0.0,0.0,213400.0,OVO,delivered,Surabaya
ORD05112,2024-10-18,CST0351,STR007,PRD0005,Dress Casual Wanita,Fashion & Pakaian,3,164100.0,0.0,0.0,492300.0,COD,cancelled,Bogor
ORD01509,2023-09-15,CST0622,STR050,PRD0043,Tas Sekolah Anak SD,Perlengkapan Bayi & Anak,3,117400.0,0.0,0.0,352300.0,Alfamart,returned,Medan
ORD02058,2023-02-24,CST0299,STR045,PRD0036,Gantungan Baju Kayu,Rumah Tangga,2,19100.0,10.0,3800.0,34400.0,QRIS,returned,Bogor
ORD03194,2024-01-27,CST0013,STR044,PRD0042,Mainan Edukasi Kayu,Perlengkapan Bayi & Anak,4,82500.0,5.0,16500.0,313400.0,GoPay,returned,Tangerang
ORD00135,2024-08-08,CST0330,STR048,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,3,54300.0,25.0,40700.0,122100.0,Transfer Mandiri,processing,Surabaya
ORD03076,2023-01-05,CST0580,STR009,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,2,81800.0,,0.0,163700.0,GoPay,processing,Medan
ORD01966,2023-03-18,CST0963,STR003,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,2,94400.0,5.0,9400.0,179300.0,gopay,delivered,Depok
ORD04574,2023-09-26,CST0976,STR019,PRD0052,Gelang Batok Kelapa,Kerajinan & Souvenir,3,26200.0,5.0,3900.0,74600.0,ShopeePay,cancelled,Surabaya
ORD01955,2023-07-14,CST0313,STR041,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,2,173000.0,5.0,17300.0,328700.0,Alfamart,delivered,Semarang
ORD02550,2024-02-09,CST0399,STR040,PRD0006,Jaket Bomber,Fashion & Pakaian,1,330600.0,0.0,0.0,330600.0,Indomaret,delivered,Tangerang
ORD04884,2024-04-17,CST0906,STR023,PRD0027,Earphone Bluetooth TWS,Elektronik & Aksesori,1,143300.0,10.0,14300.0,129000.0,Transfer BRI,returned,Palembang
ORD00512,2023-10-27,CST0811,STR004,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,3,14900.0,5.0,2200.0,42600.0,OVO,delivered,Jakarta
ORD00063,2024-08-13,CST0481,STR017,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,1,113500.0,20.0,22700.0,90800.0,Transfer BCA,delivered,Tangerang
ORD04217,2023-04-17,CST0091,STR028,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,5,13800.0,0.0,0.0,68800.0,GoPay,delivered,Palembang
ORD02406,2024-09-01,CST0810,STR017,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,4,48100.0,20.0,38500.0,153800.0,GoPay,delivered,Tangerang
ORD02802,2024-09-15,CST0051,STR004,PRD0024,Parfum Roll-On Halal,Kecantikan & Perawatan,1,43300.0,15.0,6500.0,36800.0,Alfamart,delivered,Jakarta
ORD04600,2023-02-13,CST0593,STR047,PRD0055,Gantungan Kunci Batik,Kerajinan & Souvenir,1,13800.0,0.0,0.0,13800.0,COD,processing,Makassar
ORD03254,2024-06-27,CST0784,STR031,PRD0042,Mainan Edukasi Kayu,Perlengkapan Bayi & Anak,1,87100.0,0.0,0.0,87100.0,COD,processing,Palembang
ORD02023,2023-07-03,CST0803,STR014,PRD0011,Kopi Arabika Toraja 250gr,Makanan & Minuman,1,78200.0,0.0,0.0,78200.0,Transfer Mandiri,delivered,Makassar
ORD00123,2023-05-01,CST0774,STR036,PRD0018,Masker Wajah Clay BPOM,Kecantikan & Perawatan,4,57300.0,0.0,0.0,229100.0,LinkAja,delivered,Tangerang
ORD02648,2023-05-26,CST0229,STR008,PRD0028,Holder HP Mobil,Elektronik & Aksesori,5,64300.0,5.0,16100.0,305300.0,Indomaret,delivered,Palembang
ORD05029,2023-12-25,CST0165,STR046,PRD0014,Madu Hutan Asli 500ml,Makanan & Minuman,3,186400.0,10.0,55900.0,503200.0,Transfer BRI,cancelled,Medan
ORD04550,2024-03-16,CST0959,STR019,PRD0028,Holder HP Mobil,Elektronik & Aksesori,1,58000.0,10.0,5800.0,52200.0,Transfer Mandiri,delivered,Surabaya
ORD03414,2023-08-01,CST0034,STR019,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,2,158800.0,0.0,0.0,317500.0,GoPay,delivered,Surabaya
ORD01211,2024-03-12,CST0042,STR028,PRD0023,Shampo Kemiri Organik,Kecantikan & Perawatan,3,74600.0,15.0,33600.0,190200.0,LinkAja,delivered,Palembang
ORD00568,2024-10-29,CST0160,STR043,PRD0019,Sabun Sirih Herbal,Kecantikan & Perawatan,3,25500.0,5.0,3800.0,72800.0,OVO,processing,Surabaya
ORD02514,2024-12-04,CST0927,STR029,PRD0015,Dodol Garut Premium,Makanan & Minuman,3,42400.0,0.0,0.0,127300.0,Alfamart,returned,Bandung
ORD03987,2023/08/14,CST0450,STR002,PRD0036,Gantungan Baju Kayu,Rumah Tangga,2,20500.0,10.0,4100.0,36900.0,Transfer BRI,processing,Medan
ORD00865,2023-06-07,CST0661,STR034,PRD0051,Topi Running,Olahraga & Outdoor,1,46700.0,5.0,2300.0,44400.0,LinkAja,returned,Depok
ORD05185,2023-07-05,CST0192,STR027,PRD0013,Snack Box Mix,Makanan & Minuman,2,46700.0,0.0,0.0,93500.0,Transfer BCA,returned,Depok
ORD03938,2024-01-17,CST0278,STR012,PRD0011,Kopi Arabika Toraja 250gr,Makanan & Minuman,1,87500.0,15.0,13100.0,74400.0,Indomaret,processing,Depok
ORD02084,2024-02-21,CST0383,STR020,PRD0040,Lilin Aromaterapi,Rumah Tangga,4,68200.0,20.0,54600.0,218200.0,QRIS,returned,Bandung
ORD05143,2024/06/08,CST0426,STR038,PRD0027,Earphone Bluetooth TWS,Elektronik & Aksesori,2,160300.0,25.0,80100.0,240400.0,Dana,delivered,Semarang
ORD01371,02-07-2023,CST0759,STR019,PRD0031,Casing HP Anti Crack,Elektronik & Aksesori,4,33100.0,25.0,33100.0,99300.0,Transfer BRI,returned,Surabaya
